chr	pos	sample	meth_prop	cov
chr7	3645890	nsc_3_pat	NA	0
chr7	3645894	nsc_1_mat	0	2
chr7	3645894	nsc_1_pat	0	1
chr7	3645894	nsc_2_mat	0	1
chr7	3645894	nsc_2_pat	0	2
chr7	3645894	nsc_3_mat	0	2
chr7	3645894	nsc_3_pat	NA	0
chr7	3645896	nsc_1_mat	NA	0
chr7	3645896	nsc_1_pat	NA	0
chr7	3645896	nsc_2_mat	0	1
chr7	3645896	nsc_2_pat	0	2
chr7	3645896	nsc_3_mat	0.6666666666666666	3
chr7	3645896	nsc_3_pat	NA	0
chr7	3645909	nsc_1_mat	NA	0
chr7	3645909	nsc_1_pat	NA	0
chr7	3645909	nsc_2_mat	NA	0
chr7	3645909	nsc_2_pat	NA	0
chr7	3645909	nsc_3_mat	0	1
chr7	3645909	nsc_3_pat	NA	0
chr7	3645915	nsc_1_mat	NA	0
chr7	3645915	nsc_1_pat	0	1
chr7	3645915	nsc_2_mat	NA	0
chr7	3645915	nsc_2_pat	NA	0
chr7	3645915	nsc_3_mat	NA	0
chr7	3645915	nsc_3_pat	NA	0
chr7	3645917	nsc_1_mat	NA	0
chr7	3645917	nsc_1_pat	NA	0
chr7	3645917	nsc_2_mat	1	1
chr7	3645917	nsc_2_pat	NA	0
chr7	3645917	nsc_3_mat	1	1
chr7	3645917	nsc_3_pat	NA	0
chr7	3645926	nsc_1_mat	0	1
chr7	3645926	nsc_1_pat	0	1
chr7	3645926	nsc_2_mat	0	1
chr7	3645926	nsc_2_pat	0	2
chr7	3645926	nsc_3_mat	1	3
chr7	3645926	nsc_3_pat	NA	0
chr7	3645939	nsc_1_mat	0	2
chr7	3645939	nsc_1_pat	NA	0
chr7	3645939	nsc_2_mat	0	1
chr7	3645939	nsc_2_pat	0.5	2
chr7	3645939	nsc_3_mat	1	1
chr7	3645939	nsc_3_pat	NA	0
chr7	3645945	nsc_1_mat	0	2
chr7	3645945	nsc_1_pat	0	1
chr7	3645945	nsc_2_mat	0	1
chr7	3645945	nsc_2_pat	0	2
chr7	3645945	nsc_3_mat	0.5	2
chr7	3645945	nsc_3_pat	NA	0
chr7	3645960	nsc_1_mat	NA	0
chr7	3645960	nsc_1_pat	NA	0
chr7	3645960	nsc_2_mat	NA	0
chr7	3645960	nsc_2_pat	0	1
chr7	3645960	nsc_3_mat	NA	0
chr7	3645960	nsc_3_pat	NA	0
chr7	3645962	nsc_1_mat	0	1
chr7	3645962	nsc_1_pat	0	1
chr7	3645962	nsc_2_mat	0	1
chr7	3645962	nsc_2_pat	0	2
chr7	3645962	nsc_3_mat	0.3333333333333333	3
chr7	3645962	nsc_3_pat	NA	0
chr7	3645972	nsc_1_mat	NA	0
chr7	3645972	nsc_1_pat	NA	0
chr7	3645972	nsc_2_mat	NA	0
chr7	3645972	nsc_2_pat	NA	0
chr7	3645972	nsc_3_mat	1	1
chr7	3645972	nsc_3_pat	NA	0
chr7	3645986	nsc_1_mat	NA	0
chr7	3645986	nsc_1_pat	NA	0
chr7	3645986	nsc_2_mat	NA	0
chr7	3645986	nsc_2_pat	NA	0
chr7	3645986	nsc_3_mat	1	1
chr7	3645986	nsc_3_pat	NA	0
chr7	3646022	nsc_1_mat	NA	0
chr7	3646022	nsc_1_pat	NA	0
chr7	3646022	nsc_2_mat	NA	0
chr7	3646022	nsc_2_pat	NA	0
chr7	3646022	nsc_3_mat	0	1
chr7	3646022	nsc_3_pat	NA	0
chr7	3646047	nsc_1_mat	0	2
chr7	3646047	nsc_1_pat	0	1
chr7	3646047	nsc_2_mat	0	2
chr7	3646047	nsc_2_pat	0	1
chr7	3646047	nsc_3_mat	0	2
chr7	3646047	nsc_3_pat	NA	0
chr7	3646062	nsc_1_mat	0	1
chr7	3646062	nsc_1_pat	0	1
chr7	3646062	nsc_2_mat	0	2
chr7	3646062	nsc_2_pat	0	2
chr7	3646062	nsc_3_mat	0	3
chr7	3646062	nsc_3_pat	NA	0
chr7	3646066	nsc_1_mat	NA	0
chr7	3646066	nsc_1_pat	NA	0
chr7	3646066	nsc_2_mat	NA	0
chr7	3646066	nsc_2_pat	NA	0
chr7	3646066	nsc_3_mat	1	1
chr7	3646066	nsc_3_pat	NA	0
chr7	3646163	nsc_1_mat	NA	0
chr7	3646163	nsc_1_pat	NA	0
chr7	3646163	nsc_2_mat	1	1
chr7	3646163	nsc_2_pat	NA	0
chr7	3646163	nsc_3_mat	NA	0
chr7	3646163	nsc_3_pat	NA	0
chr7	3646167	nsc_1_mat	NA	0
chr7	3646167	nsc_1_pat	NA	0
chr7	3646167	nsc_2_mat	0	1
chr7	3646167	nsc_2_pat	NA	0
chr7	3646167	nsc_3_mat	NA	0
chr7	3646167	nsc_3_pat	NA	0
chr7	3646243	nsc_1_mat	NA	0
chr7	3646243	nsc_1_pat	NA	0
chr7	3646243	nsc_2_mat	1	1
chr7	3646243	nsc_2_pat	NA	0
chr7	3646243	nsc_3_mat	NA	0
chr7	3646243	nsc_3_pat	NA	0
chr7	3646260	nsc_1_mat	0	1
chr7	3646260	nsc_1_pat	0	1
chr7	3646260	nsc_2_mat	0	1
chr7	3646260	nsc_2_pat	0	2
chr7	3646260	nsc_3_mat	0.5	2
chr7	3646260	nsc_3_pat	NA	0
chr7	3646262	nsc_1_mat	NA	0
chr7	3646262	nsc_1_pat	NA	0
chr7	3646262	nsc_2_mat	NA	0
chr7	3646262	nsc_2_pat	NA	0
chr7	3646262	nsc_3_mat	1	1
chr7	3646262	nsc_3_pat	NA	0
chr7	3646348	nsc_1_mat	0	2
chr7	3646348	nsc_1_pat	NA	0
chr7	3646348	nsc_2_mat	0	1
chr7	3646348	nsc_2_pat	NA	0
chr7	3646348	nsc_3_mat	0	1
chr7	3646348	nsc_3_pat	NA	0
chr7	3646355	nsc_1_mat	0.5	2
chr7	3646355	nsc_1_pat	NA	0
chr7	3646355	nsc_2_mat	0	2
chr7	3646355	nsc_2_pat	NA	0
chr7	3646355	nsc_3_mat	0.3333333333333333	3
chr7	3646355	nsc_3_pat	NA	0
chr7	3646365	nsc_1_mat	0	1
chr7	3646365	nsc_1_pat	0	1
chr7	3646365	nsc_2_mat	0	1
chr7	3646365	nsc_2_pat	0	1
chr7	3646365	nsc_3_mat	NA	0
chr7	3646365	nsc_3_pat	NA	0
chr7	3646416	nsc_1_mat	0	2
chr7	3646416	nsc_1_pat	1	1
chr7	3646416	nsc_2_mat	1	1
chr7	3646416	nsc_2_pat	0.5	2
chr7	3646416	nsc_3_mat	0.5	2
chr7	3646416	nsc_3_pat	NA	0
chr7	3646439	nsc_1_mat	NA	0
chr7	3646439	nsc_1_pat	NA	0
chr7	3646439	nsc_2_mat	NA	0
chr7	3646439	nsc_2_pat	NA	0
chr7	3646439	nsc_3_mat	0	1
chr7	3646439	nsc_3_pat	NA	0
chr7	3646444	nsc_1_mat	0	1
chr7	3646444	nsc_1_pat	0	1
chr7	3646444	nsc_2_mat	0	2
chr7	3646444	nsc_2_pat	0	1
chr7	3646444	nsc_3_mat	1	2
chr7	3646444	nsc_3_pat	NA	0
chr7	3646452	nsc_1_mat	NA	0
chr7	3646452	nsc_1_pat	NA	0
chr7	3646452	nsc_2_mat	NA	0
chr7	3646452	nsc_2_pat	NA	0
chr7	3646452	nsc_3_mat	1	1
chr7	3646452	nsc_3_pat	NA	0
chr7	3646454	nsc_1_mat	0	2
chr7	3646454	nsc_1_pat	NA	0
chr7	3646454	nsc_2_mat	0.5	2
chr7	3646454	nsc_2_pat	0	2
chr7	3646454	nsc_3_mat	1	1
chr7	3646454	nsc_3_pat	NA	0
chr7	3646515	nsc_1_mat	NA	0
chr7	3646515	nsc_1_pat	0	1
chr7	3646515	nsc_2_mat	NA	0
chr7	3646515	nsc_2_pat	NA	0
chr7	3646515	nsc_3_mat	NA	0
chr7	3646515	nsc_3_pat	NA	0
chr7	3646526	nsc_1_mat	1	1
chr7	3646526	nsc_1_pat	0	1
chr7	3646526	nsc_2_mat	1	2
chr7	3646526	nsc_2_pat	0	1
chr7	3646526	nsc_3_mat	1	1
chr7	3646526	nsc_3_pat	NA	0
chr7	3646532	nsc_1_mat	0	2
chr7	3646532	nsc_1_pat	0	1
chr7	3646532	nsc_2_mat	0	2
chr7	3646532	nsc_2_pat	1	2
chr7	3646532	nsc_3_mat	1	1
chr7	3646532	nsc_3_pat	NA	0
chr7	3646533	nsc_1_mat	NA	0
chr7	3646533	nsc_1_pat	NA	0
chr7	3646533	nsc_2_mat	NA	0
chr7	3646533	nsc_2_pat	NA	0
chr7	3646533	nsc_3_mat	0	1
chr7	3646533	nsc_3_pat	NA	0
chr7	3646591	nsc_1_mat	0.5	2
chr7	3646591	nsc_1_pat	1	1
chr7	3646591	nsc_2_mat	1	1
chr7	3646591	nsc_2_pat	0.5	2
chr7	3646591	nsc_3_mat	1	1
chr7	3646591	nsc_3_pat	NA	0
chr7	3646604	nsc_1_mat	0	1
chr7	3646604	nsc_1_pat	1	1
chr7	3646604	nsc_2_mat	1	2
chr7	3646604	nsc_2_pat	0.5	2
chr7	3646604	nsc_3_mat	0.5	2
chr7	3646604	nsc_3_pat	NA	0
chr7	3646702	nsc_1_mat	NA	0
chr7	3646702	nsc_1_pat	NA	0
chr7	3646702	nsc_2_mat	1	1
chr7	3646702	nsc_2_pat	NA	0
chr7	3646702	nsc_3_mat	NA	0
chr7	3646702	nsc_3_pat	NA	0
chr7	3646704	nsc_1_mat	1	1
chr7	3646704	nsc_1_pat	0	1
chr7	3646704	nsc_2_mat	0.5	2
chr7	3646704	nsc_2_pat	1	2
chr7	3646704	nsc_3_mat	1	2
chr7	3646704	nsc_3_pat	NA	0
chr7	3646757	nsc_1_mat	1	1
chr7	3646757	nsc_1_pat	NA	0
chr7	3646757	nsc_2_mat	NA	0
chr7	3646757	nsc_2_pat	NA	0
chr7	3646757	nsc_3_mat	NA	0
chr7	3646757	nsc_3_pat	NA	0
chr7	3646770	nsc_1_mat	1	2
chr7	3646770	nsc_1_pat	0	1
chr7	3646770	nsc_2_mat	1	2
chr7	3646770	nsc_2_pat	1	2
chr7	3646770	nsc_3_mat	1	3
chr7	3646770	nsc_3_pat	NA	0
chr7	3646813	nsc_1_mat	NA	0
chr7	3646813	nsc_1_pat	NA	0
chr7	3646813	nsc_2_mat	NA	0
chr7	3646813	nsc_2_pat	NA	0
chr7	3646813	nsc_3_mat	0	1
chr7	3646813	nsc_3_pat	NA	0
chr7	3646827	nsc_1_mat	1	1
chr7	3646827	nsc_1_pat	1	1
chr7	3646827	nsc_2_mat	0	2
chr7	3646827	nsc_2_pat	1	2
chr7	3646827	nsc_3_mat	1	2
chr7	3646827	nsc_3_pat	NA	0
chr7	3646896	nsc_1_mat	1	2
chr7	3646896	nsc_1_pat	0	1
chr7	3646896	nsc_2_mat	0	2
chr7	3646896	nsc_2_pat	NA	0
chr7	3646896	nsc_3_mat	1	1
chr7	3646896	nsc_3_pat	NA	0
chr7	3646949	nsc_1_mat	NA	0
chr7	3646949	nsc_1_pat	1	1
chr7	3646949	nsc_2_mat	NA	0
chr7	3646949	nsc_2_pat	NA	0
chr7	3646949	nsc_3_mat	NA	0
chr7	3646949	nsc_3_pat	NA	0
chr7	3646954	nsc_1_mat	NA	0
chr7	3646954	nsc_1_pat	NA	0
chr7	3646954	nsc_2_mat	NA	0
chr7	3646954	nsc_2_pat	NA	0
chr7	3646954	nsc_3_mat	1	1
chr7	3646954	nsc_3_pat	NA	0
chr7	3646964	nsc_1_mat	NA	0
chr7	3646964	nsc_1_pat	NA	0
chr7	3646964	nsc_2_mat	0	1
chr7	3646964	nsc_2_pat	NA	0
chr7	3646964	nsc_3_mat	NA	0
chr7	3646964	nsc_3_pat	NA	0
chr7	3647004	nsc_1_mat	NA	0
chr7	3647004	nsc_1_pat	NA	0
chr7	3647004	nsc_2_mat	NA	0
chr7	3647004	nsc_2_pat	NA	0
chr7	3647004	nsc_3_mat	1	1
chr7	3647004	nsc_3_pat	NA	0
chr7	3647092	nsc_1_mat	0	1
chr7	3647092	nsc_1_pat	NA	0
chr7	3647092	nsc_2_mat	NA	0
chr7	3647092	nsc_2_pat	NA	0
chr7	3647092	nsc_3_mat	NA	0
chr7	3647092	nsc_3_pat	NA	0
chr7	3647101	nsc_1_mat	NA	0
chr7	3647101	nsc_1_pat	NA	0
chr7	3647101	nsc_2_mat	NA	0
chr7	3647101	nsc_2_pat	NA	0
chr7	3647101	nsc_3_mat	1	1
chr7	3647101	nsc_3_pat	NA	0
chr7	3647306	nsc_1_mat	NA	0
chr7	3647306	nsc_1_pat	NA	0
chr7	3647306	nsc_2_mat	NA	0
chr7	3647306	nsc_2_pat	NA	0
chr7	3647306	nsc_3_mat	1	1
chr7	3647306	nsc_3_pat	NA	0
chr7	3647359	nsc_1_mat	NA	0
chr7	3647359	nsc_1_pat	NA	0
chr7	3647359	nsc_2_mat	NA	0
chr7	3647359	nsc_2_pat	NA	0
chr7	3647359	nsc_3_mat	1	1
chr7	3647359	nsc_3_pat	NA	0
chr7	3647415	nsc_1_mat	NA	0
chr7	3647415	nsc_1_pat	NA	0
chr7	3647415	nsc_2_mat	NA	0
chr7	3647415	nsc_2_pat	0	1
chr7	3647415	nsc_3_mat	NA	0
chr7	3647415	nsc_3_pat	NA	0
chr7	3647485	nsc_1_mat	1	1
chr7	3647485	nsc_1_pat	1	1
chr7	3647485	nsc_2_mat	1	2
chr7	3647485	nsc_2_pat	1	1
chr7	3647485	nsc_3_mat	NA	0
chr7	3647485	nsc_3_pat	NA	0
chr7	3647497	nsc_1_mat	1	1
chr7	3647497	nsc_1_pat	NA	0
chr7	3647497	nsc_2_mat	0.5	2
chr7	3647497	nsc_2_pat	1	2
chr7	3647497	nsc_3_mat	1	3
chr7	3647497	nsc_3_pat	NA	0
chr7	3647601	nsc_1_mat	1	2
chr7	3647601	nsc_1_pat	1	1
chr7	3647601	nsc_2_mat	0	1
chr7	3647601	nsc_2_pat	0.5	2
chr7	3647601	nsc_3_mat	0.6666666666666666	3
chr7	3647601	nsc_3_pat	NA	0
chr7	3647649	nsc_1_mat	NA	0
chr7	3647649	nsc_1_pat	NA	0
chr7	3647649	nsc_2_mat	NA	0
chr7	3647649	nsc_2_pat	1	1
chr7	3647649	nsc_3_mat	NA	0
chr7	3647649	nsc_3_pat	NA	0
chr7	3647821	nsc_1_mat	NA	0
chr7	3647821	nsc_1_pat	NA	0
chr7	3647821	nsc_2_mat	NA	0
chr7	3647821	nsc_2_pat	NA	0
chr7	3647821	nsc_3_mat	1	1
chr7	3647821	nsc_3_pat	NA	0
chr7	3647880	nsc_1_mat	1	2
chr7	3647880	nsc_1_pat	1	1
chr7	3647880	nsc_2_mat	1	2
chr7	3647880	nsc_2_pat	1	1
chr7	3647880	nsc_3_mat	0.5	2
chr7	3647880	nsc_3_pat	NA	0
chr7	3647994	nsc_1_mat	1	1
chr7	3647994	nsc_1_pat	1	1
chr7	3647994	nsc_2_mat	1	1
chr7	3647994	nsc_2_pat	0.5	2
chr7	3647994	nsc_3_mat	1	1
chr7	3647994	nsc_3_pat	NA	0
chr7	3648021	nsc_1_mat	NA	0
chr7	3648021	nsc_1_pat	NA	0
chr7	3648021	nsc_2_mat	NA	0
chr7	3648021	nsc_2_pat	NA	0
chr7	3648021	nsc_3_mat	0	1
chr7	3648021	nsc_3_pat	NA	0
chr7	3648095	nsc_1_mat	NA	0
chr7	3648095	nsc_1_pat	NA	0
chr7	3648095	nsc_2_mat	NA	0
chr7	3648095	nsc_2_pat	1	1
chr7	3648095	nsc_3_mat	NA	0
chr7	3648095	nsc_3_pat	NA	0
chr7	3648122	nsc_1_mat	NA	0
chr7	3648122	nsc_1_pat	NA	0
chr7	3648122	nsc_2_mat	NA	0
chr7	3648122	nsc_2_pat	NA	0
chr7	3648122	nsc_3_mat	1	1
chr7	3648122	nsc_3_pat	NA	0
chr7	3648204	nsc_1_mat	NA	0
chr7	3648204	nsc_1_pat	NA	0
chr7	3648204	nsc_2_mat	NA	0
chr7	3648204	nsc_2_pat	NA	0
chr7	3648204	nsc_3_mat	0	1
chr7	3648204	nsc_3_pat	NA	0
chr7	3648298	nsc_1_mat	NA	0
chr7	3648298	nsc_1_pat	NA	0
chr7	3648298	nsc_2_mat	1	1
chr7	3648298	nsc_2_pat	NA	0
chr7	3648298	nsc_3_mat	NA	0
chr7	3648298	nsc_3_pat	NA	0
chr7	3648315	nsc_1_mat	NA	0
chr7	3648315	nsc_1_pat	NA	0
chr7	3648315	nsc_2_mat	NA	0
chr7	3648315	nsc_2_pat	NA	0
chr7	3648315	nsc_3_mat	0	1
chr7	3648315	nsc_3_pat	NA	0
chr7	3648349	nsc_1_mat	0.5	2
chr7	3648349	nsc_1_pat	NA	0
chr7	3648349	nsc_2_mat	1	2
chr7	3648349	nsc_2_pat	1	2
chr7	3648349	nsc_3_mat	1	3
chr7	3648349	nsc_3_pat	NA	0
chr7	3648366	nsc_1_mat	0.5	2
chr7	3648366	nsc_1_pat	NA	0
chr7	3648366	nsc_2_mat	0.5	2
chr7	3648366	nsc_2_pat	NA	0
chr7	3648366	nsc_3_mat	1	3
chr7	3648366	nsc_3_pat	NA	0
chr7	3648413	nsc_1_mat	NA	0
chr7	3648413	nsc_1_pat	NA	0
chr7	3648413	nsc_2_mat	NA	0
chr7	3648413	nsc_2_pat	NA	0
chr7	3648413	nsc_3_mat	1	1
chr7	3648413	nsc_3_pat	NA	0
chr7	3648448	nsc_1_mat	1	1
chr7	3648448	nsc_1_pat	NA	0
chr7	3648448	nsc_2_mat	NA	0
chr7	3648448	nsc_2_pat	NA	0
chr7	3648448	nsc_3_mat	NA	0
chr7	3648448	nsc_3_pat	NA	0
chr7	3648508	nsc_1_mat	1	1
chr7	3648508	nsc_1_pat	1	1
chr7	3648508	nsc_2_mat	0.5	2
chr7	3648508	nsc_2_pat	1	1
chr7	3648508	nsc_3_mat	NA	0
chr7	3648508	nsc_3_pat	NA	0
chr7	3648509	nsc_1_mat	NA	0
chr7	3648509	nsc_1_pat	NA	0
chr7	3648509	nsc_2_mat	NA	0
chr7	3648509	nsc_2_pat	0	1
chr7	3648509	nsc_3_mat	NA	0
chr7	3648509	nsc_3_pat	NA	0
chr7	3648707	nsc_1_mat	1	2
chr7	3648707	nsc_1_pat	NA	0
chr7	3648707	nsc_2_mat	1	2
chr7	3648707	nsc_2_pat	1	1
chr7	3648707	nsc_3_mat	0.3333333333333333	3
chr7	3648707	nsc_3_pat	NA	0
chr7	3648745	nsc_1_mat	0.5	2
chr7	3648745	nsc_1_pat	1	1
chr7	3648745	nsc_2_mat	0	2
chr7	3648745	nsc_2_pat	1	2
chr7	3648745	nsc_3_mat	1	1
chr7	3648745	nsc_3_pat	NA	0
chr7	3648767	nsc_1_mat	NA	0
chr7	3648767	nsc_1_pat	NA	0
chr7	3648767	nsc_2_mat	NA	0
chr7	3648767	nsc_2_pat	NA	0
chr7	3648767	nsc_3_mat	1	1
chr7	3648767	nsc_3_pat	NA	0
chr7	3648776	nsc_1_mat	NA	0
chr7	3648776	nsc_1_pat	NA	0
chr7	3648776	nsc_2_mat	NA	0
chr7	3648776	nsc_2_pat	1	1
chr7	3648776	nsc_3_mat	NA	0
chr7	3648776	nsc_3_pat	NA	0
chr7	3648783	nsc_1_mat	NA	0
chr7	3648783	nsc_1_pat	NA	0
chr7	3648783	nsc_2_mat	NA	0
chr7	3648783	nsc_2_pat	NA	0
chr7	3648783	nsc_3_mat	0	1
chr7	3648783	nsc_3_pat	NA	0
chr7	3648829	nsc_1_mat	NA	0
chr7	3648829	nsc_1_pat	NA	0
chr7	3648829	nsc_2_mat	NA	0
chr7	3648829	nsc_2_pat	NA	0
chr7	3648829	nsc_3_mat	0	1
chr7	3648829	nsc_3_pat	NA	0
chr7	3648996	nsc_1_mat	NA	0
chr7	3648996	nsc_1_pat	NA	0
chr7	3648996	nsc_2_mat	NA	0
chr7	3648996	nsc_2_pat	NA	0
chr7	3648996	nsc_3_mat	0	1
chr7	3648996	nsc_3_pat	NA	0
chr7	3649006	nsc_1_mat	0	1
chr7	3649006	nsc_1_pat	NA	0
chr7	3649006	nsc_2_mat	NA	0
chr7	3649006	nsc_2_pat	NA	0
chr7	3649006	nsc_3_mat	NA	0
chr7	3649006	nsc_3_pat	NA	0
chr7	3649040	nsc_1_mat	1	2
chr7	3649040	nsc_1_pat	1	1
chr7	3649040	nsc_2_mat	1	1
chr7	3649040	nsc_2_pat	1	2
chr7	3649040	nsc_3_mat	1	2
chr7	3649040	nsc_3_pat	NA	0
chr7	3649052	nsc_1_mat	NA	0
chr7	3649052	nsc_1_pat	NA	0
chr7	3649052	nsc_2_mat	NA	0
chr7	3649052	nsc_2_pat	NA	0
chr7	3649052	nsc_3_mat	0	1
chr7	3649052	nsc_3_pat	NA	0
chr7	3649082	nsc_1_mat	1	1
chr7	3649082	nsc_1_pat	1	1
chr7	3649082	nsc_2_mat	1	1
chr7	3649082	nsc_2_pat	1	2
chr7	3649082	nsc_3_mat	0	1
chr7	3649082	nsc_3_pat	NA	0
chr7	3649175	nsc_1_mat	1	1
chr7	3649175	nsc_1_pat	NA	0
chr7	3649175	nsc_2_mat	NA	0
chr7	3649175	nsc_2_pat	NA	0
chr7	3649175	nsc_3_mat	NA	0
chr7	3649175	nsc_3_pat	NA	0
chr7	3649262	nsc_1_mat	NA	0
chr7	3649262	nsc_1_pat	NA	0
chr7	3649262	nsc_2_mat	NA	0
chr7	3649262	nsc_2_pat	NA	0
chr7	3649262	nsc_3_mat	1	1
chr7	3649262	nsc_3_pat	NA	0
chr7	3649337	nsc_1_mat	1	2
chr7	3649337	nsc_1_pat	NA	0
chr7	3649337	nsc_2_mat	1	2
chr7	3649337	nsc_2_pat	NA	0
chr7	3649337	nsc_3_mat	0.5	2
chr7	3649337	nsc_3_pat	NA	0
chr7	3649352	nsc_1_mat	NA	0
chr7	3649352	nsc_1_pat	NA	0
chr7	3649352	nsc_2_mat	0	1
chr7	3649352	nsc_2_pat	NA	0
chr7	3649352	nsc_3_mat	NA	0
chr7	3649352	nsc_3_pat	NA	0
chr7	3649451	nsc_1_mat	1	2
chr7	3649451	nsc_1_pat	1	1
chr7	3649451	nsc_2_mat	1	2
chr7	3649451	nsc_2_pat	1	2
chr7	3649451	nsc_3_mat	1	1
chr7	3649451	nsc_3_pat	NA	0
chr7	3649519	nsc_1_mat	1	1
chr7	3649519	nsc_1_pat	NA	0
chr7	3649519	nsc_2_mat	NA	0
chr7	3649519	nsc_2_pat	NA	0
chr7	3649519	nsc_3_mat	NA	0
chr7	3649519	nsc_3_pat	NA	0
chr7	3649525	nsc_1_mat	NA	0
chr7	3649525	nsc_1_pat	NA	0
chr7	3649525	nsc_2_mat	NA	0
chr7	3649525	nsc_2_pat	NA	0
chr7	3649525	nsc_3_mat	0	1
chr7	3649525	nsc_3_pat	NA	0
chr7	3649526	nsc_1_mat	NA	0
chr7	3649526	nsc_1_pat	NA	0
chr7	3649526	nsc_2_mat	NA	0
chr7	3649526	nsc_2_pat	NA	0
chr7	3649526	nsc_3_mat	1	1
chr7	3649526	nsc_3_pat	NA	0
chr7	3649534	nsc_1_mat	1	2
chr7	3649534	nsc_1_pat	1	1
chr7	3649534	nsc_2_mat	1	2
chr7	3649534	nsc_2_pat	1	2
chr7	3649534	nsc_3_mat	1	2
chr7	3649534	nsc_3_pat	NA	0
chr7	3649551	nsc_1_mat	NA	0
chr7	3649551	nsc_1_pat	NA	0
chr7	3649551	nsc_2_mat	NA	0
chr7	3649551	nsc_2_pat	NA	0
chr7	3649551	nsc_3_mat	1	1
chr7	3649551	nsc_3_pat	NA	0
chr7	3649553	nsc_1_mat	NA	0
chr7	3649553	nsc_1_pat	NA	0
chr7	3649553	nsc_2_mat	NA	0
chr7	3649553	nsc_2_pat	NA	0
chr7	3649553	nsc_3_mat	1	1
chr7	3649553	nsc_3_pat	NA	0
chr7	3649559	nsc_1_mat	NA	0
chr7	3649559	nsc_1_pat	NA	0
chr7	3649559	nsc_2_mat	NA	0
chr7	3649559	nsc_2_pat	NA	0
chr7	3649559	nsc_3_mat	1	2
chr7	3649559	nsc_3_pat	NA	0
chr7	3649564	nsc_1_mat	NA	0
chr7	3649564	nsc_1_pat	NA	0
chr7	3649564	nsc_2_mat	NA	0
chr7	3649564	nsc_2_pat	NA	0
chr7	3649564	nsc_3_mat	1	1
chr7	3649564	nsc_3_pat	NA	0
chr7	3649565	nsc_1_mat	1	2
chr7	3649565	nsc_1_pat	1	1
chr7	3649565	nsc_2_mat	0.5	2
chr7	3649565	nsc_2_pat	0.5	2
chr7	3649565	nsc_3_mat	NA	0
chr7	3649565	nsc_3_pat	NA	0
chr7	3649573	nsc_1_mat	NA	0
chr7	3649573	nsc_1_pat	NA	0
chr7	3649573	nsc_2_mat	NA	0
chr7	3649573	nsc_2_pat	1	1
chr7	3649573	nsc_3_mat	1	1
chr7	3649573	nsc_3_pat	NA	0
chr7	3649577	nsc_1_mat	NA	0
chr7	3649577	nsc_1_pat	NA	0
chr7	3649577	nsc_2_mat	NA	0
chr7	3649577	nsc_2_pat	0	1
chr7	3649577	nsc_3_mat	NA	0
chr7	3649577	nsc_3_pat	NA	0
chr7	3649648	nsc_1_mat	NA	0
chr7	3649648	nsc_1_pat	NA	0
chr7	3649648	nsc_2_mat	NA	0
chr7	3649648	nsc_2_pat	NA	0
chr7	3649648	nsc_3_mat	1	1
chr7	3649648	nsc_3_pat	NA	0
chr7	3649691	nsc_1_mat	NA	0
chr7	3649691	nsc_1_pat	NA	0
chr7	3649691	nsc_2_mat	NA	0
chr7	3649691	nsc_2_pat	NA	0
chr7	3649691	nsc_3_mat	1	1
chr7	3649691	nsc_3_pat	NA	0
chr7	3649774	nsc_1_mat	0	1
chr7	3649774	nsc_1_pat	NA	0
chr7	3649774	nsc_2_mat	NA	0
chr7	3649774	nsc_2_pat	NA	0
chr7	3649774	nsc_3_mat	NA	0
chr7	3649774	nsc_3_pat	NA	0
chr7	3649853	nsc_1_mat	1	2
chr7	3649853	nsc_1_pat	NA	0
chr7	3649853	nsc_2_mat	0.5	2
chr7	3649853	nsc_2_pat	NA	0
chr7	3649853	nsc_3_mat	1	1
chr7	3649853	nsc_3_pat	NA	0
chr7	3649890	nsc_1_mat	1	2
chr7	3649890	nsc_1_pat	1	1
chr7	3649890	nsc_2_mat	1	2
chr7	3649890	nsc_2_pat	1	2
chr7	3649890	nsc_3_mat	NA	0
chr7	3649890	nsc_3_pat	NA	0
chr7	3649939	nsc_1_mat	NA	0
chr7	3649939	nsc_1_pat	NA	0
chr7	3649939	nsc_2_mat	NA	0
chr7	3649939	nsc_2_pat	NA	0
chr7	3649939	nsc_3_mat	1	1
chr7	3649939	nsc_3_pat	NA	0
chr7	3650066	nsc_1_mat	NA	0
chr7	3650066	nsc_1_pat	NA	0
chr7	3650066	nsc_2_mat	NA	0
chr7	3650066	nsc_2_pat	NA	0
chr7	3650066	nsc_3_mat	0	1
chr7	3650066	nsc_3_pat	NA	0
chr7	3650106	nsc_1_mat	1	2
chr7	3650106	nsc_1_pat	1	1
chr7	3650106	nsc_2_mat	1	2
chr7	3650106	nsc_2_pat	1	2
chr7	3650106	nsc_3_mat	1	2
chr7	3650106	nsc_3_pat	NA	0
chr7	3650142	nsc_1_mat	NA	0
chr7	3650142	nsc_1_pat	NA	0
chr7	3650142	nsc_2_mat	NA	0
chr7	3650142	nsc_2_pat	NA	0
chr7	3650142	nsc_3_mat	1	1
chr7	3650142	nsc_3_pat	NA	0
chr7	3650161	nsc_1_mat	1	2
chr7	3650161	nsc_1_pat	1	1
chr7	3650161	nsc_2_mat	0	1
chr7	3650161	nsc_2_pat	1	1
chr7	3650161	nsc_3_mat	1	2
chr7	3650161	nsc_3_pat	NA	0
